category;title;tags;description;image;duration_txt;duration_sec;first_broadcast;synopsis_small;synopsis_medium;synopsis_large
Comedy;Jerk - Series 2: Episode 4;BBC, iPlayer, TV, Jerk, Series 2: Episode 4;Tim is welcomed in by an eccentric religious community.;https://ichef.bbci.co.uk/images/ic/1200x675/p09qkz3y.jpg;20 mins;1171;1 Aug 2021;Tim is welcomed in by an eccentric religious community.;After being mistaken for an addict, Tim is welcomed in by an eccentric religious community who set their sights on his spiritual health.;After being mistaken for an addict, Tim is welcomed in by an eccentric religious community who set their sights on his spiritual health. Despite staunch atheist Idris’s protestations, Tim’s life seems genuinely to improve after attending church, to the extent that he excitedly agrees to be baptised.
Comedy;What We Do in the Shadows - Series 3: 7. The Siren;BBC, iPlayer, TV, What We Do in the Shadows, Series 3: 7. The Siren;Two travellers are shipwrecked, and a doll runs away from home.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b0mmr3.jpg;24 mins;1413;2 Nov 2021;Two travellers are shipwrecked, and a doll runs away from home.;Two travellers are shipwrecked, and a doll runs away from home.;No data found
Comedy;The Fresh Prince of Bel-Air - Series 4: 10. Home Is Where The Heart Attack Is;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 4: 10. Home Is Where The Heart Attack Is;After struggling to lose weight, Philip has a serious heart-attack.;https://ichef.bbci.co.uk/images/ic/1200x675/p090qy34.jpg;23 mins;1353;4 Jan 2021;After struggling to lose weight, Philip has a serious heart-attack.;After struggling to lose weight, Philip has a serious heart-attack while eating a cheeseburger that he bribes Will to buy for him.;No data found
Comedy;My Family - Series 5: 2. The Mummy Returns;BBC, iPlayer, TV, My Family, Series 5: 2. The Mummy Returns;Domestic sitcom.  Janey comes back home and Susan lies to the police.;https://ichef.bbci.co.uk/images/ic/1200x675/p087rdfx.jpg;29 mins;1722;8:30pm 19 Mar 2004;Domestic sitcom.  Janey comes back home and Susan lies to the police.;Domestic sitcom. More problems for Ben - Janey comes back home, Susan lies to the police, Michael has become born again, and Abi confuses nature with naturism.;Domestic sitcom. More problems for Ben - Janey comes back home, Susan lies to the police, Michael's become born again and Abi confuses nature with naturism.
Comedy;Age of Outrage - Series 1: Episode 2;BBC, iPlayer, TV, Age of Outrage, Series 1: Episode 2;What did the first Snapchat filter look like?;https://ichef.bbci.co.uk/images/ic/1200x675/p0b2dl80.jpg;18 mins;1109;12 Nov 2021;What did the first Snapchat filter look like?;What did the first Snapchat filter look like? Plus, the company where you need to mind your P's and Q's - and most other letters of the alphabet.;What did the first Snapchat filter look like? Plus, the company where a word out of place could land you in hot water – as long as you’ve completed a risk assessment for hazardous liquids.
Comedy;The Fresh Prince of Bel-Air - Series 4: 17. When You Hit Upon A Star;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 4: 17. When You Hit Upon A Star;Will begins a relationship with the singing superstar Michelle Michaels.;https://ichef.bbci.co.uk/images/ic/1200x675/p090qz7d.jpg;22 mins;1307;4 Jan 2021;Will begins a relationship with the singing superstar Michelle Michaels.;Will upsets Ashley when he is overprotective while chaperoning her on a date.;No data found
Comedy;Inside No. 9 - Series 4: 4. To Have And To Hold;BBC, iPlayer, TV, Inside No. 9, Series 4: 4. To Have And To Hold;Harriet is far from happy in her marriage to Adrian. Can they make a fresh start?;https://ichef.bbci.co.uk/images/ic/1200x675/p07jbv96.jpg;29 mins;1740;10pm 23 Jan 2018;Harriet is far from happy in her marriage to Adrian. Can they make a fresh start?;Dark comedy. Adrian photographs weddings, but his own marriage is far from happy. Can they make a fresh start or have they run out of love, trust and time?;Adrian spends his time photographing other couples' weddings, but his own marriage to Harriet is far from happy. Can they renew their vows, spice up their love life and make a fresh start, or have they just run out of love, trust and time?With Steve Pemberton, Nicola Walker, Reece Shearsmith and Miranda Hennessy. Directed by David Kerr.
Comedy;Toast of Tinseltown - Series 1: 4. Doctor Grainger;BBC, iPlayer, TV, Toast of Tinseltown, Series 1: 4. Doctor Grainger;Toast lands a role in a new hospital soap, but his new-found fame leads to trouble.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b8xz2j.jpg;28 mins;1659;4 Jan 2022;Toast lands a role in a new hospital soap, but his new-found fame leads to trouble.;After attending a 'doctor acting' masterclass by Richard Chickentoss, Toast lands the role of a doctor in a successful hospital soap alongside Latina singing sensation Carmen.;No data found
Comedy;Two Doors Down - Series 5: 2. Beth's Flu;BBC, iPlayer, TV, Two Doors Down, Series 5: 2. Beths Flu;Beth is ill in bed but can’t get any rest for the never-ending circus of interruptions.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b6jctq.jpg;29 mins;1714;13 Dec 2021;Beth is ill in bed but can’t get any rest for the never-ending circus of interruptions.;Beth is ill in bed and in desperate need of some rest. But the neighbours have decided Eric isn’t coping and are convinced they know how to nurse Beth back to health.;Beth is ill and has taken to her bed. Ian and Gordon have popped over to give Eric a hand. If ever there’s a time Beth is desperate to be left alone, it’s now - but on hearing about Beth’s flu, Christine turns up with homemade soup. The interruptions continue as Cathy and Colin arrive, who suggest all Beth needs is someone with a bit of personality to go and see her. Up and down the stairs like a yo-yo, Eric tends to Beth’s needs, reassuring her that nobody will disturb her. But the neighbours have decided Eric isn’t coping, and it’s a competition to see whether a hot toddy or soup made from a good ham bone will do the trick in nursing Beth back to health.
Comedy;Little Britain - Series 2: Episode 4;BBC, iPlayer, TV, Little Britain, Series 2: Episode 4;Dr Lawrence watches Anne take part in a theatre production.;https://ichef.bbci.co.uk/images/ic/1200x675/p088hktr.jpg;26 mins;1589;9 Nov 2004;Dr Lawrence watches Anne take part in a theatre production.;Dr Lawrence watches Anne take part in a theatre production and Emily and Florence go to the ballet. With Anthony Head and Geraldine James.;Matt Lucas and David Walliams take a comic look at life in Britain. Dr Lawrence watches Anne take part in a theatre production and Emily and Florence go to the ballet. With Anthony Head and Geraldine James.
Comedy;The Office - Series 2: 5. Charity;BBC, iPlayer, TV, The Office, Series 2: 5. Charity;Neil and Rachel are a hit with their charity dance routine. David responds as only he can;https://ichef.bbci.co.uk/images/ic/1200x675/p0b4jb59.jpg;29 mins;1736;28 Oct 2002;Neil and Rachel are a hit with their charity dance routine. David responds as only he can;It's Red Nose Day, and the staff are in a charitable mood, but David Brent receives some devastating news.;It's Red Nose Day, and the staff are in a charitable mood, but David Brent receives some devastating news.
Comedy;My Family - Series 8: 2. Let's Not Be Heisty;BBC, iPlayer, TV, My Family, Series 8: 2. Lets Not Be Heisty;Ben gets caught up in a bank robbery.;https://ichef.bbci.co.uk/images/ic/1200x675/p088ghpb.jpg;29 mins;1717;9:30pm 18 Apr 2008;Ben gets caught up in a bank robbery.;Ben's attempt to pay money into his bank coincides unhappily with someone else's decision to take some out - with the aid of sawn-off shotguns.;Sitcom about a dentist and his family. Ben's attempt to pay money into his bank coincides unhappily with someone else's decision to take some out - with the aid of sawn-off shotguns. When Ben decides to act as the negotiator things look bleak for the hostages.
Comedy;Scarborough - Series 1: Episode 3;BBC, iPlayer, TV, Scarborough, Series 1: Episode 3;Mike has two unexpected visitors at the arcade, and its not a good day for Geraldine.;https://ichef.bbci.co.uk/images/ic/1200x675/p07n4d55.jpg;29 mins;1726;20 Sep 2019;Mike has two unexpected visitors at the arcade, and it's not a good day for Geraldine.;Mike has two unexpected visitors at the arcade and it is not a good day for Geraldine at the salon. And how will Karen feel about a surprise proposition?;It's not a good day for Geraldine at the salon as not only is it Mrs Bookham’s funeral but after a blazing row about the contents of Mrs Bookham’s handbag Lisa Marie storms out telling Geraldine she can stick her job.At the arcade Mike has a visit from a disgruntled Tony Peroni who wants to call in his debt. And suspicions mounts about Bigsy’s involvement in Mr Ferris’s burglary when the police visit Mike to ask about Bigsy’s whereabouts. Meanwhile Karen is having doubts about her relationship with Mike and during a heart to heart with Lisa Marie confesses that there was a lot more to the kiss between Mike and Hayley Cox. So how will she feel about Mike’s surprise proposition?
Comedy;Shrill - Series 3: 4. Ranchers;BBC, iPlayer, TV, Shrill, Series 3: 4. Ranchers;Annie gets her first big piece, but is she out of her depth?;https://ichef.bbci.co.uk/images/ic/1200x675/p09htsrm.jpg;25 mins;1481;22 May 2021;Annie gets her first big piece, but is she out of her depth?;For her first big investigative piece Annie visits a separatist community outside Portland. But is she out of her depth?;For her first big investigative piece Annie visits a separatist community outside Portland. But is she out of her depth? Fran and Emily make a sex tape. Annie tries to move things forward with Nick.
Comedy;Coconut - Series 1: 10. Angry Coconut;BBC, iPlayer, TV, Coconut, Series 1: 10. Angry Coconut;Ahmed has an unexpected, life-changing moment at the Pak Nation Awards.;https://ichef.bbci.co.uk/images/ic/1200x675/p05bxs1p.jpg;7 mins;442;9 Aug 2017;Ahmed has an unexpected, life-changing moment at the Pak Nation Awards.;It’s Pak Nation awards night and Ahmed is preparing to receive his Pak Plaque, but with Tommy Khan in the building there are sure to be fireworks.;It’s Pak Nation awards night and Ahmed is preparing to receive his Pak Plaque, but with Tommy Khan in the building there are sure to be fireworks.
Comedy;Rhod Gilbert's Work Experience - Series 7: 3. Florist;BBC, iPlayer, TV, Rhod Gilberts Work Experience, Series 7: 3. Florist;Rhod joins a family-run florist to gain experience before the Chelsea Flower Show.;https://ichef.bbci.co.uk/images/ic/1200x675/p04xk6vd.jpg;29 mins;1740;10:40pm 31 Mar 2017;Rhod joins a family-run florist to gain experience before the Chelsea Flower Show.;Rhod Gilbert tries his hand at some proper jobs. Rhod joins a family-run florist to prepare himself to represent the business in the heats for the Chelsea Flower Show.;When Rhod turns up at a florist in Porthcawl, he's fully aware of his limited knowledge of all things botanical. However, when the proprietor reveals he's going to represent their family business in the heats for the Chelsea Flower Show, the challenge is beyond anything he expected. Cutting his teeth during the crazy Valentines rush, Rhod has days to master this creative skill. Will he bloom as a fully fledged florist or wilt under pressure?
Comedy;The Young Offenders - Series 2: Episode 1;BBC, iPlayer, TV, The Young Offenders, Series 2: Episode 1;The impending new arrival has everyone under pressure, with surprising results.;https://ichef.bbci.co.uk/images/ic/1200x675/p07sdycz.jpg;30 mins;1783;3 Nov 2019;The impending new arrival has everyone under pressure, with surprising results.;With a new arrival on the way, Jock is getting anxious and Principal Walsh isn’t helping. But a challenge to Jock brings about surprising results.;Irresponsible friends Conor and Jock are up to their old tricks again, this time trying to outsmart the police by doing the exact opposite of what they would expect – with hilariously disastrous consequences. Meanwhile, pregnant Siobhán, her sister Linda and their parents Barry and Orla Walsh are all in a hospital waiting room. Today is the day of the first baby scan. Principal Walsh and Orla have had enough of Conor and Jock's irresponsible behaviour, so they come up with a plan – they’ll adopt Siobhán’s baby. The suggestion doesn’t go down well with anyone, so to bring the matter to a head and test Jock’s ability to look after a child, Principal Walsh challenges Jock to take care of an egg for a full month, without losing or breaking it. If he succeeds, Jock and Siobhán will raise the baby. If he fails, the Walshes will adopt the baby.
Comedy;Citizen Khan - Series 5: 6. Mr Khan's Niece;BBC, iPlayer, TV, Citizen Khan, Series 5: 6. Mr Khans Niece;Mr Khan and Mosque manager Dave organise rival Muslim Days at the community centre.;https://ichef.bbci.co.uk/images/ic/1200x675/p04jc6vb.jpg;28 mins;1692;8:30pm 16 Dec 2016;Mr Khan and Mosque manager Dave organise rival Muslim Days at the community centre.;Mr Khan and Mosque manager Dave organise rival Muslim Days at the community centre. Mr Khan is convinced his fun day will be far more popular.;Mr Khan and Mosque manager Dave organise rival Muslim Days at the community centre. Mr Khan is convinced his fun day with a bouncy Mosque and 'pin the beard on the Imam' stall will be far more popular than Dave's Women in Islam event. But he forgets that he'd agreed to look after his wayward niece Shabana. Mr Khan is forced to take the stroppy teenager to Muslim Day with him and, to top it all off, Dave has managed to invite Baroness Sayeeda Warsi, whom Khan is desperate to impress.
